Paths.htm+html.body.div.ul.li:119-7,<strong>Pan To Path</strong> - Pan the view in the editor to the center of the path.,<strong>パスにフォーカス</strong> - エディタのビューをパスの中心地点に移動させます。
Paths.htm+html.body.div.ul.li:120-7,"<strong>Reverse</strong> - Reverse the order of the path points. This doesn't move them, but rather changes the order that they will be processed in so that the start becomes the end and vice-versa.",<strong>逆順</strong> - 各ポイントの順番を逆にします。これは位置を動かすのではなく、ポイントの進行順を変更します。つまり最初のポイントが最後のポイントになるということです。
Paths.htm+html.body.div.ul.li:121-7,<strong>Flip</strong> - Flip the path along the horizontal axis.,<strong>上下反転</strong> - パスを縦軸に沿って反転させます。
Paths.htm+html.body.div.ul.li:122-7,<strong>Mirror</strong> - Flip the path along the vertical axis.,<strong>左右反転</strong> - パスを横軸に沿って反転させます。
Paths.htm+html.body.p:127-3,"<span data-open-text=""true"">The Toolbox</span><span data-close-text=""true"">The Toolbox</span>","<span data-open-text=""true"">ツールボックス</span><span data-close-text=""true"">ツールボックス</span>"
Paths.htm+html.body.div.p:129-5,"The tool box buttons at the top are where you can control how things are drawn in the editor window. You can toggle the background grid on or off, as well as set the addition of path points to either be snapped to this grid or not:",上に並んでいるのはツールボックスボタンで、エディタのウィンドウ表示方法をコントロールできます。背景のグリッド表示を切り替えたり、置いたポイントをグリッドにスナップさせるかどうかを設定可能です。
Paths.htm+html.body.div.p.img[alt]:130-25,{IMG_TXT} Path Editor Grid Options,{IMG_TXT} パスエディタのグリッドオプション
Paths.htm+html.body.div.p:130-5,"The snap values indicate the size of the grid cells and this can be changed to any value you require. The rest of the tools are dedicated to zooming in and out and panning the editor area, and you can click the <img_tag=Zoom_Reset_Icon:0> button to reset to be 1:1 with the display. Note that if you pan too far from where you want to draw the path, you can use the right mouse button <img_tag=RMB_Icon:1> menu, and then click <strong>Pan to Path</strong> to scroll back to where you were working.",グリッドのセルサイズはスナップの値でもあり、好きな値に変更可能です。それ以外はズームイン、ズームアウト、フォーカス用のツールとなり、<img_tag=Zoom_Reset_Icon:0>ボタンをクリックするとエディタを等倍表示にリセットできます。また、パスを描いている場所から離れすぎてしまった場合、右クリック<img_tag=RMB_Icon:1>メニューを開いて<strong>パスにフォーカス</strong>をクリックすると、元の場所まで移動できます。
Paths.htm+html.body.p:134-3,"<span data-open-text=""true"">Path Points</span><span data-close-text=""true"">Path Points</span>","<span data-open-text=""true"">パスのポイント</span><span data-close-text=""true"">パスのポイント</span>"
Paths.htm+html.body.div.p:136-5,"Paths are simply a collection of points joined together by a line. In the editor, you place these points by using the left mouse button <img_tag=LMB_Icon:5>. You can add points anywhere in the room editor and they will be added to the point list consecutively to make a path. If you place a point near a connecting line or another node, the new point will be inserted in the path rather than added to it (you can set the detection distance for this in the <a href=""../Setting_Up_And_Version_Information/IDE_Preferences/Spline_Editor.htm"">Preferences</a>). You can press <img_tag=CTRL_Icon:1> / <img_tag=CMD_Icon:1> and click <img_tag=LMB_Icon:6> on already placed points to select them, and then any operations done on the path points like moving them, will be applied to all the selected points as a group. To remove a point or selection of points you can right-click <img_tag=RMB_Icon:2> and select ""Delete Point"" or press the <img_tag=Delete_Key_Icon:1> key.","パスとはすなわち、線でつなぎ合わされたポイントが集まったものです。エディタでは、ポイントを左クリック<img_tag=LMB_Icon:5>で配置できます。ポイントはエディタのどこにでも配置でき、リストに次々と追加されてパスとなります。線、または他のノードの近くにポイントを追加した場合、ポイントはその位置に新しく挿入されます（<a href=""../Setting_Up_And_Version_Information/IDE_Preferences/Spline_Editor.htm"">環境設定</a>から挿入されるまでの距離を指定できます）。配置したポイントは<img_tag=CTRL_Icon:1> / <img_tag=CMD_Icon:1>を押しながらクリック<img_tag=LMB_Icon:6>すると自由に選択可能で、そのまま移動などの操作を行なった場合、選択したポイントすべてに反映されます。ポイントを削除するには、右クリック<img_tag=RMB_Icon:2>して「ポイントを削除」を選ぶか、<img_tag=Delete_Key_Icon:1>キーを押してください。"
Paths.htm+html.body.div.p:140-5,Note that you can also use the following shortcuts to perform some extra operations that are not available through the right mouse button menu on the choose path point(s):,また次のショートカットを利用することで、ポイントの右クリックメニューからは実行できない特別な操作ができます。
Paths.htm+html.body.div.ul.li:142-7,T + <img_tag=LMB_Icon:7>: Translate (move) the path points,T + <img_tag=LMB_Icon:7>: パスの全ポイントを移動
Paths.htm+html.body.div.ul.li:143-7,R + <img_tag=LMB_Icon:8>: Rotate the path points,R + <img_tag=LMB_Icon:8>: パスの全ポイントを回転
Paths.htm+html.body.div.ul.li:144-7,S + <img_tag=LMB_Icon:9>: Scale the path points,S + <img_tag=LMB_Icon:9>: パスの全ポイントを拡大縮小
Paths.htm+html.body.div.div.div.div:155-9,Back: The Asset Editors,戻る: アセットエディタ
Paths.htm+html.body.div.div.div.div:156-9,"<a href=""Rooms.htm"">Next:</a> Rooms","次へ: <a href=""Rooms.htm"">ルーム</a>"
Paths.htm+html.body.p:169-1,{SEARCH_RESULT} Page detailing how the path editor works,{SEARCH_RESULT} パスエディタの詳しい仕組みについてのページ
Paths.htm+html.body.p:169-64,{INDEX_KEYWORD} Path Editor,{INDEX_KEYWORD} パスエディタ
Paths.htm.img_tag+CMD_Icon:0,{IMG_TXT} CMD Icon,{IMG_TXT} CMDアイコン
Paths.htm.img_tag+CMD_Icon:1,{IMG_TXT} CMD Icon,{IMG_TXT} CMDアイコン
Paths.htm.img_tag+CTRL_Icon:0,{IMG_TXT} CTRL Icon,{IMG_TXT} CTRLアイコン
Paths.htm.img_tag+CTRL_Icon:1,{IMG_TXT} CTRL Icon,{IMG_TXT} CTRLアイコン
Paths.htm.img_tag+Delete_Key_Icon:0,{IMG_TXT} Delete Key Icon,{IMG_TXT} Deleteキーアイコン
Paths.htm.img_tag+Delete_Key_Icon:1,{IMG_TXT} Delete Key Icon,{IMG_TXT} Deleteキーアイコン
Paths.htm.img_tag+LMB_Icon:0,{IMG_TXT} LMB Icon,{IMG_TXT} 左クリックアイコン
Paths.htm.img_tag+LMB_Icon:1,{IMG_TXT} LMB Icon,{IMG_TXT} 左クリックアイコン
Paths.htm.img_tag+LMB_Icon:2,{IMG_TXT} LMB Icon,{IMG_TXT} 左クリックアイコン
Paths.htm.img_tag+LMB_Icon:3,{IMG_TXT} LMB Icon,{IMG_TXT} 左クリックアイコン
Paths.htm.img_tag+LMB_Icon:4,{IMG_TXT} LMB Icon,{IMG_TXT} 左クリックアイコン
Paths.htm.img_tag+LMB_Icon:5,{IMG_TXT} LMB Icon,{IMG_TXT} 左クリックアイコン
Paths.htm.img_tag+LMB_Icon:6,{IMG_TXT} LMB Icon,{IMG_TXT} 左クリックアイコン
Paths.htm.img_tag+LMB_Icon:7,{IMG_TXT} LMB Icon,{IMG_TXT} 左クリックアイコン
Paths.htm.img_tag+LMB_Icon:8,{IMG_TXT} LMB Icon,{IMG_TXT} 左クリックアイコン
Paths.htm.img_tag+LMB_Icon:9,{IMG_TXT} LMB Icon,{IMG_TXT} 左クリックアイコン
Paths.htm.img_tag+RMB_Icon:0,{IMG_TXT} RMB Icon,{IMG_TXT} 右クリックアイコン
Paths.htm.img_tag+RMB_Icon:1,{IMG_TXT} RMB Icon,{IMG_TXT} 右クリックアイコン
Paths.htm.img_tag+RMB_Icon:2,{IMG_TXT} RMB Icon,{IMG_TXT} 右クリックアイコン
Paths.htm.img_tag+Zoom_Reset_Icon:0,{IMG_TXT} Zoom Reset Icon,{IMG_TXT} ズームリセットアイコン
