GMStdExScript_Name,Execute Script,スクリプト実行,,
GMStdApplyTo_Name,Apply To,適用,,
GMStdRet_Name,Return,Return,,
GMStdMacro_Name,Macro,マクロ,,
GMStdExit_Name,Exit,Exit,,
GMStdInstCount_Name,Get Instance Count,インスタンス合計数を取得,,
GMStdInstCreate_Name,Create Instance,インスタンスを生成,,
GMStdInstChange_Name,Change Instance,インスタンスを変更,,
GMStdInstDestroy_Name,Destroy Instance,インスタンスを破棄,,
GMStdDestroyAtPos_Name,Destroy At Position,位置から破棄,,
GMStdSetSprite_Name,Set Sprite,スプライトを設定,,
GMStdRotSprite_Name,Set Instance Rotation,インスタンスの回転を設定,,
GMStdSpriteAnimSpd_Name,Set Animation Speed,アニメーション速度を設定,,
GMStdSpriteScale_Name,Set Instance Scale,インスタンスのスケールを設定,,
GMStdSpriteAlpha_Name,Set Instance Alpha,インスタンスのアルファを設定,,
GMStdSpriteColor_Name,Set Instance Colour,インスタンスのカラーを設定,,
GMStdSetAlarm_Name,Set Alarm Countdown,アラームのカウントダウンを設定,,
GMStdGetAlarm_Name,Get Alarm Countdown,アラームのカウントダウンを取得,,
GMStdInheritEvent_Name,Call Parent Event,親イベント呼び出し,,
GMStdIfMousePressed_Name,If Mouse Pressed,If - マウス押し,,
GMStdIfMouseDown_Name,If Mouse Down,If - マウス押し中,,
GMStdIfMouseUp_Name,If Mouse Released,If - マウス離し,,
GMStdIfKeyPressed_Name,If Key Pressed,If - キー押し,,
GMStdIfKeyDown_Name,If Key Down,If - キー押し中,,
GMStdIfKeyUp_Name,If Key Released,If - キー離し,,
GMStdGPAxis_Name,Get Gamepad Axis,ゲームパッド軸を取得,,
GMStdGPTrigger_Name,Get Gamepad Trigger,ゲームパッドトリガーを取得,,
GMStdIfGPDown_Name,If Gamepad Button Down,If - ゲームパットボタン押し中,,
GMStdIfGPPressed_Name,If Gamepad Button Pressed,If - ゲームパットボタン押し,,
GMStdIfGPUp_Name,If Gamepad Button Released,If - ゲームパットボタン離し,,
GMStdGPDeadzone_Name,Set Gamepad Axis Deadzone,ゲームパッド軸デッドゾーンを設定,,
GMStdGPThreshold_Name,Set Gamepad Button Threshold,ゲームパッドボタンしきい値を設定,,
GMStdGpDeviceC_Name,Get Gamepad Count,ゲームパッド合計数を取得,,
GMStdGPConnc_Name,Get Gamepad Connected,ゲームパッド接続を取得,,
GMStdDirFixed_Name,Set Direction Fixed,固定角から方向を設定,,
GMStdDirFree_Name,Set Direction Variable,方向変数の設定,,
GMStdDirPoint_Name,Set Point Direction,ポイントから方向を設定,,
GMStdDirRandom_Name,Set Direction Random,ランダムな方向を設定,,
GMStdSpeed_Name,Set Speed,速度を設定,,
GMStdGravDir_Name,Set Gravity Direction,重力の方向を設定,,
GMStdGravForce_Name,Set Gravity Force,重力を設定,,
GMStdVKeyShow_Name,Show Virtual Keyboard,仮想キーボードを表示,,
GMStdVKeyHide_Name,Hide Virtual Keyboard,仮想キーボードを非表示,,
GMStdVKeyStatus_Name,If Virtual Keyboard Showing,If - 仮想キーボード表示,,
GMStdVKeyHeight_Name,Get Virtual Keyboard Height,仮想キーボード高さを取得,,
GMStdReverse_Name,Reverse,反転,,
GMStdFriction_Name,Set Friction,摩擦を設定,,
GMStdJumpPoint_Name,Jump To Point,ポイントにジャンプ,,
GMStdJumpStart_Name,Jump To Start,開始位置にジャンプ,,
GMStdSnapPos_Name,Snap Position,位置スナップ,,
GMStdWrapRoom_Name,Wrap Around Room,ルーム回り込み,,
GMStdIfAnyObjAt_Name,If Any Object At Place,If - 指定位置の全オブジェクト,,
GMStdIfObjAt_Name,If Object At Place,If - 指定位置のオブジェクト,,
GMStdIfColShape_Name,If Collision Shape,If - 形状との衝突,,
GMStdIfColPoint_Name,If Collision Point,If - ポイントとの衝突,,
GMStdDrawSelf_Name,Draw Self,自分を描画,,
GMStdDrawValue_Name,Draw Value,値を描画,,
GMStdDrawValueTransformed_Name,Draw Transformed Value,変形した値を描画,,
GMStdDrawSprite_Name,Draw Sprite,スプライトを描画,,
GMStdDrawSpritesStacked_Name,Draw Stacked Sprites,スプライトを並べて描画,,
GMStdDrawRectangle_Name,Draw Rectangle,長方形を描画,,
GMStdDrawGradientRect_Name,Draw Gradient Rectangle,長方形グラデーションを描画,,
GMStdDrawEllipse_Name,Draw Ellipse,楕円形を描画,,
GMStdDrawGradientEllipse_Name,Draw Gradient Ellipse,楕円形グラデーションを描画,,
GMStdDrawLine_Name,Draw Line,直線を描画,,
GMStdDrawHealthbar_Name,Draw Healthbar,ヘルスバーを描画,,
GMStdDrawInstanceScore_Name,Draw Instance Score,インスタンスのスコアを描画,,
GMStdDrawInstanceHealth_Name,Draw Instance Health,インスタンスのヘルスを描画,,
GMStdDrawInstanceLives_Name,Draw Instance Lives,インスタンスのライフを描画,,
GMStdSetColor_Name,Set Draw Colour,描画カラーを設定,,
GMStdGetColor_Name,Get Draw Colour,描画カラーを取得,,
GMStdGetFont_Name,Get Draw Font,描画フォントを取得,,
GMStdGetTextAlign_Name,Get Text Alignment,テキスト配置を取得,,
GMStdSetFont_Name,Set Font,フォントを設定,,
GMStdSetAlignment_Name,Set Text Alignment,テキスト配置を設定,,
GMStdTileSetAtPixel_Name,Set Tile Index At Pixel,ピクセル位置のタイルインデックスを設定,,
GMStdTileGetAtPixel_Name,Get Tile Index At Pixel,ピクセル位置のタイルインデックスを取得,,
GMStdTileSetInCell_Name,Set Tile Index In Cell,セルのタイルインデックスを設定,,
GMStdTileGetInCell_Name,Get Tile Index In Cell,セルのタイルインデックスを取得,,
GMStdTileGetElm_Name,Get Tile Data In Cell,セルのタイルデータを取得,,
GMStdTileGetElmPixel_Name,Get Tile Data At Pixel,ピクセル位置のタイルデータを取得,,
GMStdTileSetElm_Name,Set Tile Data In Cell,セルのタイルデータを設定,,
GMStdTileSetElmPixel_Name,Set Tile Data At Pixel,ピクセル位置のタイルデータを設定,,
GMStdTileGetVar_Name,Get Tilemap Variable,タイルマップ変数を取得,,
GMStdTileSetTileSet_Name,Set Tile Set,タイルセットを設定,,
GMStdTileTransform_Name,Set Tile Data Transform,タイルデータの変形を設定,,
GMStdTileGetTransform_Name,Get Tile Data Transform,タイルデータの変形を取得,,
GMStdSetScore_Name,Set Score,スコアを設定,,
GMStdGetScore_Name,Get Score,スコアを取得,,
GMStdSetLives_Name,Set Lives,ライフを設定,,
GMStdGetLives_Name,Get Lives,ライフを取得,,
GMStdSetHealth_Name,Set Health,ヘルスを設定,,
GMStdGetHealth_Name,Get Health,ヘルスを取得,,
GMStdSetGlobal_Name,Set Global Variable,グローバル変数を設定,,
GMStdGetGlobal_Name,Get Global Variable,グローバル変数を取得,,
GMStdGetRandomNumber_Name,Get Random Number,乱数を取得,,
GMStdRandomize_Name,Randomize,ランダマイズ,,
GMStdRepeat_Name,Repeat,Repeat,,
GMStdWhileLoop_Name,While Loop,Whileループ,,
GMStdBreak_Name,Break,Break,,
GMStdSwitch_Name,Switch,Switch,,
GMStdCase_Name,Case,Case,,
GMStdDecimalToInteger_Name,Decimal To Integer,少数を整数化,,
GMStdStringToNumber_Name,String To Number,文字列を数値化,,
GMStdNumberToString_Name,Number To String,数値を文字列化,,
GMStdCreateList_Name,Create List,リストを作成,,
GMStdCreateMap_Name,Create Map,マップを作成,,
GMStdForLoop_Name,For Loop,Forループ,,
GMStdDrawSpriteExt_Name,Draw Sprite Transformed,変形したスプライトを描画,,
GMStdSetViewVar_Name,Set View Variable,ビュー変数を設定,,
GMStdGetViewVar_Name,Get View Variable,ビュー変数を取得,,
GMStdCreateGrid_Name,Create Grid,グリッドを作成,,
GMStdCreateStack_Name,Create Stack,スタックを作成,,
GMStdIfDSExists_Name,If Data Structure Exists,If - 既存のデータ構造,,
GMStdIfDSEmpty_Name,If Data Structure Empty,If - 空のデータ構造,,
GMStdDSClear_Name,Clear Data Structure,データ構造をクリア,,
GMStdDSFree_Name,Free Data Structure,データ構造を解放,,
GMStdListAdd_Name,Add To List,リストに追加,,
GMStdListRemove_Name,Remove From List,リストから削除,,
GMStdListGetAt_Name,Get List Item At,リスト項目を取得,,
GMStdListIndexOf_Name,Get Index Of List Item,リスト項目のインデックスを取得,,
GMStdListInsert_Name,Insert Into List,リストに挿入,,
GMStdListCount_Name,Get List Item Count,リスト項目の合計数を取得,,
GMStdMapSetValue_Name,Set Map Value,マップ値を設定,,
GMStdMapGetValue_Name,Get Map Value,マップ値を取得,,
GMStdMapRemove_Name,Remove Map Entry,マップエントリを削除,,
GMStdGridSetValue_Name,Set Grid Value,グリッド値を設定,,
GMStdGridGetValue_Name,Get Grid Value,グリッド値を取得,,
GMStdGridClear_Name,Clear Grid,グリッドをクリア,,
GMStdStackPush_Name,Push Onto Stack,スタックに入れる,,
GMStdStackPop_Name,Pop Stack,スタックから取り出す,,
GMStdPlayAudio_Name,Play Audio,オーディオを再生,,
GMStdStopAudio_Name,Stop Audio,オーディオを停止,,
GMStdStopAllAudio_Name,Stop All Audio,すべてのオーディオを停止,,
GMStdPauseAudio_Name,Pause Audio,オーディオを一時停止,,
GMStdPauseAllAudio_Name,Pause All Audio,すべてのオーディオを一時停止,,
GMStdResumeAudio_Name,Resume Audio,オーディオを再開,,
GMStdResumeAllAudio_Name,Resume All Audio,すべてのオーディオを再開,,
GMStdIfAudioPlaying_Name,If Audio Is Playing,If - オーディオ再生中,,
GMStdIfAudioPaused_Name,If Audio Is Paused,If - オーディオ一時停止中,,
GMStdAudioSetPosition_Name,Set Audio Position,オーディオの位置を設定,,
GMStdAudioGetLength_Name,Get Audio Length,オーディオの長さを取得,,
GMStdAudioSetPitch_Name,Set Audio Pitch,オーディオのピッチを設定,,
GMStdAudioGetPitch_Name,Get Audio Pitch,オーディオのピッチを取得,,
GMStdAudioSetVolume_Name,Set Audio Volume,オーディオの音量を設定,,
GMStdAudioGetVolume_Name,Get Audio Volume,オーディオの音量を取得,,
GMStdAudoSetMasterVolume_Name,Set Master Volume,マスターボリュームを設定,,
GMStdAudioGetMasterVolume_Name,Get Master Volume,マスターボリュームを取得,,
GMStdGetCurrentRoom_Name,Get Current Room,現在のルームを取得,,
GMStdPreviousRoom_Name,Go To Previous Room,前のルームへ移動,,
GMStdNextRoom_Name,Go To Next Room,次のルームへ移動,,
GMStdRestartRoom_Name,Restart Room,ルームをリスタート,,
GMStdGoToRoom_Name,Go To Room,ルームへ移動,,
GMStdIfFirstRoom_Name,If Room Is First,If - 最初のルーム,,
GMStdIfLastRoom_Name,If Room Is Last,If - 最後のルーム,,
GMStdRestartGame_Name,Restart Game,ゲームをリスタート,,
GMStdEndGame_Name,Exit Game,ゲームを終了,,
GMStdSaveGame_Name,Save Game,ゲームをセーブ,,
GMStdLoadGame_Name,Load Game,ゲームをロード,,
GMStdOpenIni_Name,Open Ini File,Iniファイルを開く,,
GMStdCloseIni_Name,Close Ini File,Iniファイルを閉じる,,
GMStdIniWrite_Name,Write To Ini File,Iniファイルに書き込み,,
GMStdIniRead_Name,Read Ini File,Iniファイルから読み取り,,
GMStdSetTimeline_Name,Set Instance Timeline,インスタンスのタイムラインを設定,,
GMStdPositionTimeline_Name,Set Timeline Moment,タイムラインのモーメントを設定,,
GMStdSpeedTimeline_Name,Set Timeline Speed,タイムラインの速度を設定,,
GMStdSetTimelineState_Name,Set Timeline State,タイムラインの状態を設定,,
GMStdStartPath_Name,Start Following Path,パスの追従開始,,
GMStdStopPath_Name,Stop Following Path,パスの追従停止,,
GMStdPathPosition_Name,Set Position Along Path,パス上の位置を設定,,
GMStdPathSpeed_Name,Set Path Follow Speed,パスの追従速度を設定,,
GMStdDebugShowMessage_Name,Show Debug Message,デバッグメッセージを表示,,
GMStdSetWindowState_Name,Set Window State,ウィンドウ状態を設定,,
GMStdPartTypeDestroy_Name,Destroy Particle Type,パーティクルタイプを破棄,,
GMStdPartTypeOrientation_Name,Set Particle Orientation,パーティクルの向きを設定,,
GMStdPartCreateBurst_Name,Burst Particles,パーティクルをバースト,,
GMStdPartSystCreate_Name,Create Particle System,パーティクルシステムを生成,,
GMStdPartSystDestroy_Name,Destroy Particle System,パーティクルシステムを破棄,,
GMStdPartSystClear_Name,Clear Particle System,パーティクルシステムをクリア,,
GMStdPauseParticles_Name,Pause Particle System,パーティクルシステムを一時停止,,
GMStdRefreshParticles_Name,Update Particle System,パーティクルシステムを更新,,
GMStdPartTypeCreate_Name,Create Particle Type,パーティクルタイプを生成,,
GMStdPartTypeColor_Name,Set Particle Colour,パーティクルのカラーを設定,,
GMStdPartTypeLife_Name,Set Particle Life,パーティクルのライフを設定,,
GMStdPartTypeGravity_Name,Set Particle Gravity,パーティクルの重力を設定,,
GMStdPartTypeSecondary_Name,Set Secondary Particles,セカンダリーパーティクルを設定,,
GMStdPartEmitCreate_Name,Create Particle Emitter,パーティクルエミッタを生成,,
GMStdPartEmitDestroy_Name,Destroy Particle Emitter,パーティクルエミッタを破棄,,
GMStdPartEmitterEmit_Name,Emit Particles,パーティクルを放射,,
GMStdEffect_Name,Do Effect,エフェクト再生,,
GMStdAlarm,Alarm,アラーム,,
GMStdExcludeSelf,Exclude Self,自分を除外,,
GMStdCallUserEvent_Name,Call User Event,ユーサーイベント呼び出し,,
GMStdInstExists_Name,If Instance Exists,If - 既存のインスタンス,,
GMStdIfFileExists_Name,If File Exists,If - 既存のファイル,,
GMStdFileCopy_Name,Copy File,ファイルをコピー,,
GMStdFileDelete_Name,Delete File,ファイルを削除,,
GMStdFileRename_Name,Rename File,ファイル名を変更,,
GMStdBufferCreate_Name,Create Buffer,バッファを作成,,
GMStdBufferCopy_Name,Copy Buffer,バッファをコピー,,
GMStdBufferDelete_Name,Delete Buffer,バッファを削除,,
GMStdBufferGetSize_Name,Get Buffer Size,バッファのサイズを取得,,
GMStdBufferSeek_Name,Seek Buffer,バッファをシーク,,
GMStdBufferGetPosition_Name,Get Buffer Position,バッファの位置を取得,,
GMStdBufferLoad_Name,Load Buffer,バッファに読込,,
GMStdBufferSave_Name,Save Buffer,バッファを保存,,
GMStdBufferRead_Name,Read Buffer,バッファから読み取り,,
GMStdBufferWrite_Name,Write Buffer,バッファに書き込み,,
GMStdPartTypeSize_Name,Set Particle Size,パーティクルのサイズを設定,,
GMStdPartTypeShape_Name,Set Particle Shape,パーティクルの形状を設定,,
GMStdPartTypeAlpha_Name,Set Particle Alpha,パーティクルのアルファを設定,,
GMStdPartTypeSprite_Name,Set Particle Sprite,パーティクルのスプライトを設定,,
GMStdPartTypeSpeed_Name,Set Particle Speed,パーティクルの速度を設定,,
GMStdPartTypeDirection_Name,Set Particle Direction,パーティクルの方向を設定,,
GMStdPartEmitRegion_Name,Set Emitter Region,エミッタの領域を設定,,
GMStdBufferEOS_Name,If End Of Buffer,If - バッファの終点,,
GMStdBufferExists_Name,If Buffer Exists,If - 既存のバッファ,,
GMStdDefault_Name,Default,Default,,
GMStdLoop_Name,Loop,ループ,,
GMStdGetInstanceVar_Name,Get Instance Variable,インスタンス変数を取得,,
GMStdSetInstanceVar_Name,Set Instance Variable,インスタンス変数を設定,,
GMStdPathGetSpeed_Name,Get Path Follow Speed,パスの追従速度を取得,,
GMStdPathGetPosition_Name,Get Position Along Path,パス上の位置を取得,,
GMStdAlpha_Name,Set Draw Alpha,描画アルファを設定,,
GMStdGetAlpha_Name,Get Draw Alpha,描画アルファを取得,,
GMStdNew_Name,New,新規作成,,
GMStdSeqCreate_Name,Create Sequence,シーケンスを生成,,
GMStdSeqDestroy_Name,Destroy Sequence,シーケンスを破棄,,
GMStdSeqGetPosition_Name,Get Sequence Position,シーケンスの位置を取得,,
GMStdSeqSetPosition_Name,Set Sequence Position,シーケンスの位置を設定,,
GMStdSeqPlay_Name,Play Sequence,シーケンスを再生,,
GMStdSeqPause_Name,Pause Sequence,シーケンスを一時停止,,
GMStdIfSeqExists_Name,If Sequence Exists,If - 既存のシーケンス,,
